Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0495-RVCBF,Female,39,No,0,Santa Rosa,95401,38.460517,-122.790335,0,1,None,Yes,33.88,No,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,79.7,0,0,33.88,113.58,Churned,Dissatisfaction,Poor expertise of online support
0495-ZBNGW,Male,78,Yes,0,Loma Mar,94021,37.266388,-122.26308,1,5,None,Yes,6.66,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-1,343.95,0,20,33.3,397.25,Churned,Competitor,Competitor offered more data
0496-AHOOK,Male,61,Yes,0,Bangor,95914,39.396585,-121.38029,10,24,Offer C,Yes,32.86,No,Yes,Cable,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.4,1712.9,0,0,788.64,2501.54,Stayed,,
0504-HHAPI,Female,72,No,0,Guinda,95637,38.830739,-122.196202,0,27,None,Yes,16.94,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,88.3,2467.75,0,0,457.38,2925.13,Churned,Other,Don't know
0505-SPOOW,Female,41,Yes,0,Riverside,92508,33.885499,-117.324959,7,70,Offer A,Yes,11.71,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.8,1397.65,0,0,819.7,2217.35,Stayed,,
0506-LVNGN,Female,78,No,0,Rancho Cordova,95742,38.591134,-121.161585,0,5,None,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.55,349.65,0,0,211.65,561.3,Churned,Competitor,Competitor had better devices
0506-YLVKJ,Male,54,Yes,1,Sultana,93666,36.545353,-119.338535,1,46,None,Yes,45.92,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,20.2,917.45,0,0,2112.32,3029.77,Stayed,,
0508-OOLTO,Female,33,Yes,1,Fort Irwin,92310,35.349241,-116.770281,5,2,None,Yes,29.03,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,135.75,0,0,58.06,193.81,Joined,,
0508-SQWPL,Female,32,Yes,3,La Mesa,91941,32.759327,-116.99726,9,57,Offer B,Yes,26.67,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.1,1087.7,0,0,1520.19,2607.89,Stayed,,
0511-JTEOY,Female,41,No,0,Canyon Dam,95923,40.171312,-121.120605,0,1,Offer E,Yes,10.19,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,71.1,71.1,0,0,10.19,81.29,Churned,Competitor,Competitor made better offer
0512-FLFDW,Female,74,Yes,0,Palomar Mountain,92060,33.309852,-116.823091,3,60,None,Yes,27.68,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,100.5,6029,0,0,1660.8,7689.8,Stayed,,
0513-RBGPE,Male,57,Yes,0,Rancho Santa Fe,92091,32.99356,-117.207121,6,37,None,Yes,4.5,Yes,Yes,DSL,9,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,62.8,2278.75,16.97,0,166.5,2428.28,Stayed,,
0515-YPMCW,Male,42,No,0,San Jose,95116,37.350284,-121.852855,0,1,None,Yes,42.87,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.45,70.45,0,10,42.87,123.32,Churned,Competitor,Competitor had better devices
0516-OOHAR,Male,39,Yes,2,Topanga,90290,34.115192,-118.61017,8,28,None,Yes,7.73,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.35,2799,0,0,216.44,3015.44,Stayed,,
0516-QREYC,Female,78,No,0,Capay,95607,38.681651,-122.130569,0,24,None,Yes,18.39,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,20.3,459.95,0,0,441.36,901.31,Stayed,,
0516-UXRMT,Female,27,No,0,Oxnard,93033,34.156629,-119.117218,0,62,None,Yes,23.88,Yes,Yes,Fiber Optic,47,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,92.05,5755.8,14.21,0,1480.56,7222.15,Stayed,,
0516-VRYBW,Female,39,No,0,Stanton,90680,33.801869,-117.995068,0,18,Offer D,Yes,8.95,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,20.15,390.85,0,0,161.1,551.95,Churned,Attitude,Attitude of support person
0516-WJVXC,Female,21,No,0,Sacramento,95818,38.556306,-121.495817,0,5,None,Yes,3.61,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,308.25,0,0,18.05,326.3,Churned,Dissatisfaction,Network reliability
0519-DRGTI,Female,58,Yes,3,Stockton,95219,38.029729,-121.387999,9,20,None,Yes,42.46,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,442.6,0,0,849.2,1291.8,Stayed,,
0519-XUZJU,Female,56,No,0,Felton,95018,37.089111,-122.062213,0,1,None,Yes,26,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.75,70.75,0,0,26,96.75,Churned,Dissatisfaction,Service dissatisfaction
0520-FDVVT,Male,26,No,0,Lewiston,96052,40.704293,-122.803899,0,35,None,Yes,39.84,No,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.35,3626.1,0,0,1394.4,5020.5,Churned,Price,Price too high
0523-VNGTF,Female,78,No,0,Sun Valley,91352,34.231053,-118.338307,0,52,None,No,,,Yes,DSL,23,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,50.5,2566.3,0,0,0,2566.3,Stayed,,
0524-IAVZO,Female,25,Yes,0,Anza,92539,33.527605,-116.666551,1,30,Offer C,Yes,4.82,Yes,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,2624.25,0,0,144.6,2768.85,Churned,Other,Don't know
0526-SXDJP,Male,36,Yes,0,Bell,90201,33.970343,-118.171368,7,72,Offer A,No,,,Yes,Cable,17,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,42.1,2962,0,0,0,2962,Stayed,,
0529-ONKER,Male,70,No,0,Forest Ranch,95942,40.077028,-121.494168,0,15,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,0,0,695.7,1842.35,Churned,Attitude,Attitude of support person
0530-IJVDB,Male,36,No,2,Jamul,91935,32.695681,-116.798386,0,70,Offer A,Yes,26.67,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.6,7882.5,0,0,1866.9,9749.4,Stayed,,
0531-XBKMM,Male,37,No,2,Azusa,91702,34.174493,-117.87068,0,66,None,Yes,32.12,Yes,Yes,DSL,17,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,65.7,4378.9,0,0,2119.92,6498.82,Stayed,,
0531-ZZJWQ,Male,68,Yes,0,Fallbrook,92028,33.362575,-117.299644,6,55,None,Yes,42.9,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74,4052.4,0,0,2359.5,6411.9,Stayed,,
0533-BNWKF,Female,66,Yes,0,San Diego,92122,32.85723,-117.209774,2,55,Offer B,Yes,42.82,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.45,4874.7,0,90,2355.1,7319.8,Churned,Competitor,Competitor made better offer
0533-UCAAU,Male,72,Yes,0,Montgomery Creek,96065,40.877552,-121.885884,2,57,None,Yes,48.16,Yes,Yes,DSL,10,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,71.1,4140.1,0,0,2745.12,6885.22,Stayed,,
0536-ACXIP,Female,34,Yes,0,Lodi,95242,38.128087,-121.4078,9,72,None,Yes,44.2,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,8165.1,0,0,3182.4,11347.5,Stayed,,
0536-BGFMZ,Female,27,Yes,0,Leggett,95585,39.873371,-123.741474,3,28,None,Yes,42.33,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.5,563.05,0,0,1185.24,1748.29,Stayed,,
0536-ESJEP,Male,48,Yes,0,Rough And Ready,95975,39.225634,-121.156163,8,54,None,Yes,14.18,No,Yes,DSL,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.55,4191.45,0,0,765.72,4957.17,Stayed,,
0537-QYZZN,Male,66,Yes,2,Petaluma,94952,38.237018,-122.77872,6,24,Offer C,Yes,4.06,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.85,1857.75,0,0,97.44,1955.19,Stayed,,
0541-FITGH,Female,59,Yes,0,Hornitos,95325,37.479926,-120.230424,6,2,Offer E,Yes,48.39,No,Yes,Cable,24,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,62.15,113.1,0,0,96.78,209.88,Joined,,
0547-HURJB,Male,19,No,2,Dixon,95620,38.392821,-121.799917,0,12,Offer D,Yes,19.38,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,21.05,235.8,0,0,232.56,468.36,Stayed,,
0549-CYCQN,Male,69,No,0,Flournoy,96029,39.84784,-122.544556,0,51,None,Yes,24.92,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.6,3974.7,16.73,0,1270.92,5228.89,Stayed,,
0550-DCXLH,Male,64,No,0,Thermal,92274,33.53604,-116.119222,0,13,None,Yes,40.99,No,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,73.35,931.55,49.02,0,532.87,1415.4,Stayed,,
0556-FJEGU,Male,26,No,0,Lafayette,94549,37.907777,-122.127161,0,58,Offer B,Yes,47.47,No,Yes,DSL,69,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,70.1,4048.95,0,0,2753.26,6802.21,Stayed,,
0557-ASKVU,Female,43,Yes,0,Beverly Hills,90210,34.099891,-118.414338,2,18,Offer D,Yes,44.97,No,Yes,Cable,7,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.4,957.1,0,0,809.46,1766.56,Stayed,,
0559-CKHUS,Female,44,Yes,0,Pleasanton,94588,37.685052,-121.912061,6,29,Offer C,Yes,49.96,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,19.55,521.8,0,0,1448.84,1970.64,Stayed,,
0562-FGDCR,Female,61,Yes,3,Whitmore,96096,40.637105,-121.906949,9,72,None,Yes,21.84,Yes,Yes,DSL,30,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.55,5430.65,0,0,1572.48,7003.13,Stayed,,
0562-HKHML,Male,39,Yes,1,Alameda,94502,37.724817,-122.224363,9,71,Offer A,Yes,18.99,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,23.9,1626.4,0,0,1348.29,2974.69,Stayed,,
0562-KBDVM,Female,62,No,0,Herald,95638,38.313447,-121.123886,0,70,Offer A,No,,,Yes,DSL,11,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,44.6,3058.15,0,0,0,3058.15,Stayed,,
0564-JJHGS,Male,45,No,0,Guerneville,95446,38.52576,-123.013347,0,9,None,Yes,19.22,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,829.1,0,0,172.98,1002.08,Churned,Dissatisfaction,Limited range of services
0564-MUUQK,Female,28,Yes,2,Imperial Beach,91932,32.579134,-117.119009,5,20,None,Yes,38.71,Yes,Yes,Fiber Optic,48,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,1916.2,0,0,774.2,2690.4,Stayed,,
0565-IYCGT,Male,51,No,0,San Diego,92117,32.825086,-117.199424,0,69,Offer A,Yes,29.38,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,78.6,5356.45,0,0,2027.22,7383.67,Churned,Competitor,Competitor made better offer
0565-JUPYD,Male,26,No,0,Benicia,94510,38.113533,-122.11926,0,63,None,Yes,21.45,Yes,Yes,Fiber Optic,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,104.5,6590.8,0,0,1351.35,7942.15,Stayed,,
0567-GGCAC,Female,38,No,0,Biola,93606,36.798882,-120.019511,0,7,None,Yes,15.84,No,Yes,DSL,14,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,438.9,0,0,110.88,549.78,Stayed,,
0567-XRHCU,Female,19,Yes,1,Los Angeles,90049,34.091829,-118.491244,7,69,None,No,,,Yes,DSL,59,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,43.95,2960.1,0,0,0,2960.1,Stayed,,
0568-ONFPC,Male,34,Yes,1,San Francisco,94112,37.720498,-122.443119,1,5,Offer E,Yes,40.05,Yes,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.9,135,0,0,200.25,335.25,Churned,Other,Moved
0570-BFQHT,Female,38,No,0,Anderson,96007,40.448632,-122.306657,0,9,None,Yes,32.57,No,Yes,Fiber Optic,13,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.55,653.9,2.28,0,293.13,944.75,Stayed,,
0572-ZJKLT,Female,32,Yes,1,Chester,96020,40.243494,-121.154733,10,46,Offer B,Yes,49.26,Yes,Yes,Fiber Optic,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.65,4630.2,9.35,0,2265.96,6886.81,Stayed,,
0575-CUQOV,Male,76,Yes,0,Hilmar,95324,37.394536,-120.890747,10,60,Offer B,Yes,17.05,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.95,5867,0,0,1023,6890,Stayed,,
0576-WNXXC,Male,70,Yes,0,Parlier,93648,36.622237,-119.521126,1,27,None,Yes,39.49,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,2510.2,0,0,1066.23,3576.43,Churned,Dissatisfaction,Service dissatisfaction
0577-WHMEV,Female,19,Yes,0,San Jose,95133,37.371862,-121.860349,2,16,Offer D,Yes,27.83,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.7,1374.9,0,0,445.28,1820.18,Stayed,,
0578-SKVMF,Female,23,Yes,0,Seeley,92273,32.790282,-115.689559,4,22,None,Yes,4.01,No,Yes,Cable,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.3,1845.9,0,0,88.22,1934.12,Churned,Competitor,Competitor had better devices
0580-PIQHM,Female,21,Yes,1,Riverside,92503,33.890046,-117.455583,7,41,Offer B,Yes,14.73,Yes,Yes,Fiber Optic,82,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.6,3930.55,0,0,603.93,4534.48,Stayed,,
0581-BXBUB,Female,76,No,0,Penn Valley,95946,39.203817,-121.19584,0,4,None,Yes,35.67,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,72.75,317.75,0,0,142.68,460.43,Stayed,,
0581-MDMPW,Female,63,No,0,San Jose,95148,37.339533,-121.777179,0,24,Offer C,Yes,44.09,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.95,2072.75,0,0,1058.16,3130.91,Stayed,,
0582-AVCLN,Female,43,No,0,Bakersfield,93304,35.339796,-119.023552,0,38,None,Yes,43.19,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.3,743.05,0,0,1641.22,2384.27,Stayed,,
0584-BJQGZ,Female,19,No,0,Taylorsville,95983,40.053684,-120.743116,0,25,None,Yes,28.05,Yes,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.35,1837.9,0,0,701.25,2539.15,Stayed,,
0585-EGDDA,Male,41,Yes,0,Etna,96027,41.405193,-123.008567,8,40,Offer B,Yes,39.22,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,3168.75,41.74,0,1568.8,4695.81,Stayed,,
0587-DMGBH,Female,48,No,0,Willows,95988,39.493991,-122.286363,0,8,None,Yes,37.79,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.85,365.55,13.01,10,302.32,664.86,Churned,Competitor,Competitor offered higher download speeds
0594-UFTUL,Male,35,Yes,3,Mather,95655,38.549822,-121.266725,1,13,Offer D,Yes,40.2,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.85,252,0,0,522.6,774.6,Stayed,,
0595-ITUDF,Male,21,Yes,1,Fairfax,94930,37.971751,-122.611873,0,64,None,Yes,34.58,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.8,5960.5,0,0,2213.12,8173.62,Stayed,,
0596-BQCEQ,Female,32,Yes,0,Hydesville,95547,40.557314,-124.081662,1,62,None,Yes,48.58,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,6283.3,0,0,3011.96,9295.26,Churned,Competitor,Competitor had better devices
0599-XNYDO,Female,51,Yes,0,Graton,95444,38.434362,-122.86891,0,20,None,Yes,43.49,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1540.35,0,0,869.8,2410.15,Stayed,,
0601-WZHJF,Male,53,Yes,0,Shafter,93263,35.490705,-119.286833,1,14,Offer D,No,,,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,46.35,667.7,0,0,0,667.7,Churned,Attitude,Attitude of service provider
0602-DDUML,Female,21,No,0,Fallbrook,92028,33.362575,-117.299644,0,57,None,Yes,36.14,No,Yes,Cable,48,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,69.75,3894.4,0,0,2059.98,5954.38,Stayed,,
0603-OLQDC,Male,41,No,1,Whittier,90601,34.007353,-118.033683,0,12,Offer D,Yes,27.07,No,Yes,Cable,29,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,69.85,837.5,0,0,324.84,1162.34,Stayed,,
0603-TPMIB,Female,40,Yes,2,San Simeon,93452,35.746484,-121.223355,0,59,Offer B,Yes,42.37,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.45,1534.05,0,0,2499.83,4033.88,Stayed,,
0604-THJFP,Female,40,Yes,0,Castro Valley,94552,37.722727,-122.02157,4,59,Offer B,Yes,8.28,No,Yes,DSL,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,75.95,4542.35,0,0,488.52,5030.87,Stayed,,
0607-DAAHE,Male,62,No,0,Olivehurst,95961,39.082568,-121.55325,0,53,Offer B,Yes,26.21,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.75,1052.35,0,0,1389.13,2441.48,Churned,Price,Long distance charges
0607-MVMGC,Male,33,Yes,0,Ranchita,92066,33.215251,-116.53633,3,45,None,Yes,39.82,Yes,Yes,DSL,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,78.75,3600.65,0,0,1791.9,5392.55,Stayed,,
0608-JDVEC,Male,55,Yes,0,Dunlap,93621,36.789213,-119.140338,5,50,Offer B,Yes,1.87,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.8,1013.2,0,0,93.5,1106.7,Stayed,,
0611-DFXKO,Male,35,Yes,0,Comptche,95427,39.239818,-123.565432,1,20,Offer D,Yes,18.05,No,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89,1820.45,0,0,361,2181.45,Churned,Dissatisfaction,Service dissatisfaction
0612-RTZZA,Female,77,No,0,Vista,92084,33.22784,-117.200024,0,1,Offer E,No,,,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0,0,0,25.25,Churned,Price,Price too high
0613-WUXUM,Female,38,Yes,3,Soquel,95073,37.023669,-121.946461,1,70,None,Yes,38.63,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,19.2,1401.4,0,0,2704.1,4105.5,Stayed,,
0616-ATFGB,Male,74,Yes,0,Shasta Lake,96019,40.692523,-122.369876,1,1,Offer E,No,,,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,25.05,0,0,0,25.05,Churned,Competitor,Competitor had better devices
0617-AQNWT,Female,61,Yes,0,North Hills,91343,34.238802,-118.482296,5,64,None,No,,,Yes,DSL,27,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,47.85,3147.5,0,0,0,3147.5,Churned,Competitor,Competitor made better offer
0617-FHSGK,Male,62,No,0,Rancho Cordova,95670,38.602723,-121.279913,0,49,None,Yes,19.08,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,75.2,3678.3,0,20,934.92,4633.22,Churned,Price,Extra data charges
0618-XWMSS,Male,60,No,0,Wasco,93280,35.652242,-119.4464,0,28,Offer C,Yes,44.28,No,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2068.55,0,0,1239.84,3308.39,Churned,Price,Long distance charges
0619-OLYUR,Male,32,Yes,0,Garden Grove,92840,33.787165,-117.931889,1,72,None,Yes,47.83,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.9,8071.05,0,0,3443.76,11514.81,Stayed,,
0620-DLSLK,Female,47,No,0,Pasadena,91103,34.167465,-118.165327,0,13,None,Yes,34.18,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,81.9,1028.9,0,0,444.34,1473.24,Stayed,,
0620-XEFWH,Male,41,Yes,1,Oak Run,96069,40.689243,-122.037023,1,4,Offer E,Yes,39.04,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,18.85,84.2,0,0,156.16,240.36,Stayed,,
0621-CXBKL,Female,62,No,0,Copperopolis,95228,37.943954,-120.67108,0,53,Offer B,Yes,10.32,No,No,,,,,,,,,,,Two Year,No,Mailed Check,18.7,1005.7,0,0,546.96,1552.66,Stayed,,
0621-HJWXJ,Female,54,Yes,0,Irvine,92618,33.667145,-117.732135,1,63,Offer B,Yes,21.15,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,5029.05,0,0,1332.45,6361.5,Stayed,,
0621-JFHOL,Female,41,No,0,North Hollywood,91602,34.15136,-118.364786,0,10,Offer D,No,,,Yes,Cable,29,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,29.6,299.05,0,0,0,299.05,Stayed,,
0621-TSSMU,Male,29,Yes,0,Maywood,90270,33.988572,-118.186565,0,56,None,Yes,48.87,No,No,,,,,,,,,,,One Year,No,Credit Card,19.95,1126.75,0,0,2736.72,3863.47,Stayed,,
0621-TWIEM,Male,28,No,0,Newhall,91321,34.370378,-118.504118,0,10,Offer D,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,402.6,0,0,344.4,747,Churned,Attitude,Attitude of support person
0623-EJQEG,Male,50,No,0,Murphys,95247,38.147852,-120.440124,0,65,Offer B,Yes,2.72,Yes,Yes,Fiber Optic,16,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,93.55,6069.25,0,30,176.8,6276.05,Stayed,,
0623-GDISB,Female,63,No,0,San Clemente,92673,33.4725,-117.584273,0,1,None,Yes,16.42,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.45,48.45,0,0,16.42,64.87,Joined,,
0623-IIHUG,Female,77,No,0,San Diego,92122,32.85723,-117.209774,0,21,None,No,,,Yes,Cable,8,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-10,840.1,0,0,0,840.1,Churned,Competitor,Competitor made better offer
0625-AFOHS,Female,40,Yes,1,Ferndale,95536,40.4785,-124.301372,5,29,Offer C,Yes,34.44,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.2,558.8,0,0,998.76,1557.56,Stayed,,
0626-QXNGV,Female,55,Yes,0,Arcata,95521,40.839958,-124.003757,7,72,None,Yes,37.98,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.15,1776.45,0,0,2734.56,4511.01,Stayed,,
0628-CNQRM,Male,49,Yes,0,Temecula,92592,33.507255,-117.029473,1,22,None,Yes,19.8,No,Yes,Cable,17,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,67.5,1544.05,0,0,435.6,1979.65,Churned,Other,Don't know
0634-SZPQA,Female,64,No,0,San Anselmo,94960,37.99272,-122.575026,0,23,None,Yes,3.55,Yes,Yes,Fiber Optic,4,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.05,2169.8,27.38,0,81.65,2224.07,Churned,Competitor,Competitor offered higher download speeds
0635-WKOLD,Male,33,Yes,0,Ceres,95307,37.553469,-120.952825,0,40,Offer B,Yes,23.74,Yes,Yes,DSL,22,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.75,2921.75,0,0,949.6,3871.35,Stayed,,
0637-KVDLV,Male,30,No,0,Elk Grove,95758,38.35363,-121.44195,0,2,Offer E,Yes,17.22,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,162.45,0,0,34.44,196.89,Churned,Other,Don't know
